X,Y,field_1,field_2,field_3,icon_url
-4.84874825482678,33.3452600032064,GPS4,551147.410000000032596,305443.780000000027940,./0.png
-4.92298335771699,33.3300518479471,GPS4,544247.369999999995343,303723.640000000013970,./0.png
-4.81657602685732,33.4267054747133,GPS4,554090.619999999995343,314489.840000000025611,./0.png
-4.59137941416318,33.3742809574685,GPS4,575071.020000000018626,308817.280000000027940,./0.png
-4.57568789786718,33.3915933688648,GPS4,576515.479999999981374,310748.080000000016298,./0.png
-3.62053458467942,33.619838924178,GPS5,664910.069999999948777,337158.989999999990687,./0.png
-4.73692853051874,33.1963761061377,GPS5,561657.319999999948777,288998.090000000025611,./0.png
-4.25400486066525,32.6730980646577,GPS5,607306.719999999972060,231378.369999999995343,./0.png
-4.89595691968474,33.3381037032467,GPS5,546758.369999999995343,304628.159999999974389,./0.png
-4.7841070185751,33.4291101439181,GPS5,557107.540000000037253,314773.789999999979045,./0.png
-4.6209552344876,33.392186696814,GPS5,572305.060000000055879,310781.520000000018626,./0.png
-3.60270548243286,33.6689343088756,GPS6,666469.939999999944121,342630.090000000025611,./0.png
-4.84317909464294,33.146461806494,GPS6,551783.229999999981374,283406.429999999993015,./0.png
-4.21903508077251,32.6177509860048,GPS6,610654.979999999981374,225279.279999999998836,./0.png
-4.90525145805861,33.3413961503952,GPS6,545891.689999999944121,304989.049999999988358,./0.png
-4.77502770774645,33.4221630861169,GPS6,557956.189999999944121,314008.590000000025611,./0.png
-4.55115563862276,33.4104226081307,GPS6,578780.030000000027940,312853.919999999983702,./0.png
