X,Y,field_1,field_2,field_3,icon_url
-4.42845151488533,33.7975043509528,GPS4,589789.589999999967404,355869.789999999979045,./0.png
-4.45288988850527,33.7861787585422,GPS5,587538.750000000000000,354593.239999999990687,./0.png
-4.41244592961528,33.7639853408931,GPS6,591306.380000000004657,352167.219999999972060,./0.png
-4.35015648798976,33.7934457349429,GPS7,597041.780000000027940,355489.979999999981374,./0.png
-4.32808124278892,33.804439094652,GPS8,599072.819999999948777,356729.659999999974389,./0.png
-4.3193116196976,33.8494574662738,GPS9,599832.849999999976717,361729.549999999988358,./0.png
-4.37366331893349,33.8660170695588,GPS10,594786.550000000046566,363514.900000000023283,./0.png
-4.41403466491372,33.884675635599,GPS11,591032.819999999948777,365547.760000000009313,./0.png
-4.3826876561634,33.8971727552242,GPS12,593918.160000000032596,366961.270000000018626,./0.png
-4.32066832396454,33.8969864492149,GPS13,599652.829999999958090,366998.219999999972060,./0.png
-4.34494632430257,33.8823367023615,GPS14,597424.449999999953434,365350.900000000023283,./0.png
-4.28907514314705,33.85188641132,GPS15,602627.239999999990687,362028.239999999990687,./0.png
-4.26753689519802,33.8982514060496,GPS16,604563.949999999953434,367190.539999999979045,./0.png
-4.21284135964768,33.8969202506785,GPS17,609622.790000000037253,367099.150000000023283,./0.png
-4.21609041192233,33.8656215974837,GPS18,609361.750000000000000,363625.400000000023283,./0.png
-4.20332778723131,33.846607341708,GPS19,610566.400000000023283,361530.619999999995343,./0.png
-4.23431037900951,33.8375803460898,GPS20,607711.229999999981374,360497.289999999979045,./0.png
-4.27871331232387,33.8052195252646,GPS21,603641.410000000032596,356864.210000000020955,./0.png
-4.19797146469594,33.8107533696816,GPS22,611107.729999999981374,357560.969999999972060,./0.png
-4.17226521148722,33.8245452738786,GPS23,613468.920000000041910,359117.849999999976717,./0.png
-4.28925973435597,33.7524287929579,GPS24,602727.540000000037253,351000.580000000016298,./0.png
-4.25152257042537,33.7679043113887,GPS25,606203.699999999953434,352754.250000000000000,./0.png
-4.36758681826165,33.7384996232954,GPS26,595488.479999999981374,349381.690000000002328,./0.png
-4.31595375981602,33.7271922811533,GPS27,600284.319999999948777,348176.500000000000000,./0.png
-4.25173977638718,33.7255987583808,GPS28,606235.199999999953434,348063.450000000011642,./0.png
-4.22816691193753,33.7156441250936,GPS29,608431.469999999972060,346984.030000000027940,./0.png
-4.26056272870649,33.6587879485828,GPS31,605498.689999999944121,340647.030000000027940,./0.png
-4.26405560187665,33.5861198708655,GPS32,605262.550000000046566,332586.780000000027940,./0.png
-4.25457573491033,34.0545777749239,DELTA5,605572.079999999958090,384537.460000000020955,./0.png
-4.499218852358,33.7991254820789,DELTA1,583237.160000000032596,355990.770000000018626,./0.png
-4.4403217691427,33.9488065550085,DELTA4,588536.489999999990687,372636.059999999997672,./0.png
-4.14319960908615,33.8792369263142,KODIAT TALI,616085.550000000046566,365213.869999999995343,./0.png
0,0,,,,./0.png
0,0,,,,./0.png
0,0,,,,./0.png
0,0,,,,./0.png
0,0,,,,./0.png
0,0,,,,./0.png
0,0,,,,./0.png
0,0,,,,./0.png
0,0,,,,./0.png
0,0,,,,./0.png
